"QueueId","RepoName","RepoPath","RepoPriorityBand","RepoPriorityScore","BatchType","BatchOrder","BatchChunkIndex","EstimatedComplexity","RecommendedCooldownSeconds","QueueScore","PromptFlavor","FileCount","Files","Goals","Warnings","PacketPath"
"SystemDashboard.general.006","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","6","medium","180","95","general-doc-improvement","4","docs\archive\legacy\PROJECT-PHASE-ASSESSMENT.md; docs\archive\legacy\ProjectCheckList.md; docs\archive\legacy\SERVICE-ISSUE-RESOLVED.md; docs\archive\legacy\VALIDATION-FIXES.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.006.md"
"UnifiedAIToolbox.general.001","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","1","medium","180","95","general-doc-improvement","4",".github\agents\UX_Engineer_007.agent.md; .github\pull_request_template.md; AGENTS.md; apps\orchestration-bridge\REVIEW.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.001.md"
"ElasticSearch-1.operational.001","ElasticSearch-1","G:\Development\20_Staging\ElasticSearch-1","High","65","operational","2","1","low","90","93","operational-doc-clarification","1","agents\genesys_troubleshooter\system_prompt.md","Make procedures easier to follow and verify | Clarify troubleshooting steps, warnings, and prerequisites | Reduce ambiguity in operational flows and runbooks | Improve scanability for maintenance and support use","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\ElasticSearch-1.operational.001.md"
"AIToolbox.general.007","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","7","medium","180","93","general-doc-improvement","4","docs\PromptAsCode\PROMPT_CHAIN_REBUILD.md; docs\PromptAsCode\PROMPT_CHAIN_REBUILD.v2.md; docs\PromptAsCode\PROMPT_CHAIN_STATUS_UPDATE.md; docs\PromptAsCode\PROMPT_CHAIN_SUMMARY.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.007.md"
"SystemDashboard.general.007","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","7","medium","180","93","general-doc-improvement","4","docs\ASUS-MESH-MONITORING-GUIDE.md; docs\BACKUP-RESTORE.md; docs\CODE-REVIEW-SUMMARY.md; docs\DATA-SOURCES.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.007.md"
"UnifiedAIToolbox.general.002","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","2","medium","180","93","general-doc-improvement","4","archive\ARCHIVE_MANIFEST.md; BUILD.md; docs\archive\APP_FACTORY_AUDIT_2026-02-07.md; docs\archive\APP_FACTORY_GITHUB_INTEGRATION.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.002.md"
"AIToolbox.general.008","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","8","medium","180","91","general-doc-improvement","4","docs\PromptAsCode\RealityMap.md; docs\prompts.md; docs\providers.md; docs\qa\documentation-review.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.008.md"
"SystemDashboard.general.008","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","8","medium","180","91","general-doc-improvement","4","docs\DEPLOYMENT.md; docs\HELP.md; docs\IMPLEMENTATION-GUIDE.md; docs\LAN-OBSERVABILITY-README.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.008.md"
"UnifiedAIToolbox.general.003","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","3","medium","180","91","general-doc-improvement","4","docs\archive\cost-analytics.md; docs\archive\cost\COST_ANALYTICS_IMPLEMENTATION.md; docs\archive\cost\cost-metrics-grafana.md; docs\archive\current-engine-contract.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.003.md"
"UnifiedAIToolbox.archival.001","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","archival","5","1","medium","180","91","archival-doc-tidy-pass","4","apps\unifiedtoolbox.webapp\docs\roadmap.md; docs\archive\App Lifecycle Console ROADMAP.md; docs\archive\ideation\IdealPromptforCryptoCurrencyMonitor.md; docs\archive\ideation\NorthStarIdea.md","Clarify status and intent of planning or historical docs | Trim noise and improve readability without over-investing | Flag stale or speculative content for review | Preserve useful historical context while reducing clutter","Archival batch is relatively large; avoid over-investing in polish | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.archival.001.md"
"AIToolbox.general.009","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","9","medium","180","89","general-doc-improvement","4","docs\qa\integration-report.md; docs\qa\orchestration-audit-2026-02-15.md; docs\qa\performance-report.md; docs\qa\security-audit.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.009.md"
"SystemDashboard.general.009","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","9","medium","180","89","general-doc-improvement","4","docs\observability-pack-v1-diff-index.md; docs\observability-pack-v1-summary.md; docs\PHASE1-COMPLETION-SUMMARY.md; docs\PHASE1-IMPROVEMENTS.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.009.md"
"UnifiedAIToolbox.general.004","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","4","medium","180","89","general-doc-improvement","4","docs\archive\demos\DEMO.md; docs\archive\FINAL_PRODUCT_SUMMARY.md; docs\archive\GITHUB_INTEGRATION_IMPLEMENTATION.md; docs\archive\github-orchestration-ui.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.004.md"
"UnifiedAIToolbox.archival.002","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","archival","5","2","medium","180","89","archival-doc-tidy-pass","4","docs\archive\ideation\ParallelWork.md; docs\archive\ideation\runnable repos.md; docs\archive\mcp\MCP_LIBRARY_IMPLEMENTATION_ROADMAP.md; docs\archive\reports\CLEANUP_HISTORY.md","Clarify status and intent of planning or historical docs | Trim noise and improve readability without over-investing | Flag stale or speculative content for review | Preserve useful historical context while reducing clutter","Archival batch is relatively large; avoid over-investing in polish | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.archival.002.md"
"AIToolbox.general.010","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","10","medium","180","87","general-doc-improvement","4","docs\qa\uat-scenarios.md; docs\user-guide\agents.md; docs\user-guide\cost-analytics.md; docs\user-guide\github-integration.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.010.md"
"SystemDashboard.general.010","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","10","medium","180","87","general-doc-improvement","4","docs\PHASE2-COMPLETION-SUMMARY.md; docs\PHASE2-SECURITY-SUMMARY.md; docs\PHASE3-COMPLETION-SUMMARY.md; docs\PHASE3-SECURITY-SUMMARY.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.010.md"
"UnifiedAIToolbox.general.005","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","5","medium","180","87","general-doc-improvement","4","docs\archive\hardening.md; docs\archive\hardening\Add an Artifact Normalizer + Verifier st.md; docs\archive\hardening\APP_FACTORY_HARDENING.md; docs\archive\hardening\ARTIFACT_NORMALIZATION.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.005.md"
"UnifiedAIToolbox.archival.003","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","archival","5","3","medium","180","87","archival-doc-tidy-pass","4","docs\archive\roadmaps\IMPLEMENTATION.md; docs\archive\roadmaps\NEXT_STEPS.MD; docs\archive\roadmaps\PHASE1_DISCOVERY_SUMMARY.md; docs\archive\roadmaps\PHASE2_WIRING_PLAN.md","Clarify status and intent of planning or historical docs | Trim noise and improve readability without over-investing | Flag stale or speculative content for review | Preserve useful historical context while reducing clutter","Archival batch is relatively large; avoid over-investing in polish | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.archival.003.md"
"AI-Orchestration.core.001","AI-Orchestration","G:\Development\20_Staging\AI-Orchestration","High","40","core","1","1","high","300","86","core-doc-modernization","5","DEPLOYMENT_QUICKSTART.md; GITHUB_PAGES_SETUP.md; MilestoneDashboard\README.md; QUICKSTART.md; README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","Batch contains many files; keep changes bounded and reviewable | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AI-Orchestration.core.001.md"
"GitHubRepoManagerDashboard.core.001","GitHubRepoManagerDashboard","G:\Development\20_Staging\GitHubRepoManagerDashboard","High","40","core","1","1","high","300","86","core-doc-modernization","5","ARCHITECTURE.md; Archive\README.md; backend\README.md; powerbi\README.md; README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","Batch contains many files; keep changes bounded and reviewable | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\GitHubRepoManagerDashboard.core.001.md"
"SampleDashboardReact.core.001","SampleDashboardReact","G:\Development\20_Staging\SampleDashboardReact","High","45","core","1","1","low","90","85","core-doc-modernization","1","README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","docs folder exists without docs/index.md","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SampleDashboardReact.core.001.md"
"AIToolbox.general.011","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","11","medium","180","85","general-doc-improvement","3","docs\user-guide\mcp-servers.md; docs\user-guide\orchestration.md; docs\user-guide\prompts.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.011.md"
"SystemDashboard.general.011","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","11","medium","180","85","general-doc-improvement","4","docs\PHASE4-CODE-QUALITY-REVIEW.md; docs\PHASE4-COMPLETION-SUMMARY.md; docs\PHASE4-SECURITY-SUMMARY.md; docs\SECURITY-SUMMARY.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.011.md"
"UnifiedAIToolbox.general.006","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","6","medium","180","85","general-doc-improvement","4","docs\archive\help\deployment.md; docs\archive\help\developer-guide.md; docs\archive\help\index.md; docs\archive\help\launch-guide.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.006.md"
"UnifiedAIToolbox.archival.004","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","archival","5","4","medium","180","85","archival-doc-tidy-pass","4","docs\archive\roadmaps\PHASE5_FINAL_SUMMARY.md; docs\archive\roadmaps\PROJECT_ROADMAP.md; docs\archive\roadmaps\SPRINT4_ENHANCED_AI.md; docs\hardening\GITHUB_UI_V2_HARDENING_NOTES.md","Clarify status and intent of planning or historical docs | Trim noise and improve readability without over-investing | Flag stale or speculative content for review | Preserve useful historical context while reducing clutter","Archival batch is relatively large; avoid over-investing in polish | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.archival.004.md"
"FowlingScorecard.operational.001","FowlingScorecard","G:\Development\20_Staging\FowlingScorecard","High","55","operational","2","1","low","90","83","operational-doc-clarification","1","THURSDAY_LEAGUE_PLAYBOOK.md","Make procedures easier to follow and verify | Clarify troubleshooting steps, warnings, and prerequisites | Reduce ambiguity in operational flows and runbooks | Improve scanability for maintenance and support use","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\FowlingScorecard.operational.001.md"
"SystemDashboard.general.012","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","12","medium","180","83","general-doc-improvement","4","LESSONS_LEARNED.md; PHASE-COMPLETION-VALIDATION.md; PHASE-STATUS-AT-A-GLANCE.md; PHASE4-FINAL-SUMMARY.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.012.md"
"UnifiedAIToolbox.general.007","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","7","medium","180","83","general-doc-improvement","4","docs\archive\help\prompt-refiner.md; docs\archive\help\quick-start.md; docs\archive\help\README-original.md; docs\archive\help\testing.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.007.md"
"UnifiedAIToolbox.archival.005","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","archival","5","5","medium","180","83","archival-doc-tidy-pass","4","docs\ROADMAP.md; examples\ui-auto-validate-2026-02-07T23-08-23-907Z-5cc97e\repo\CHANGELOG.md; prompts\changelog.md; templates\ci-cd-blueprint\CHANGELOG.md","Clarify status and intent of planning or historical docs | Trim noise and improve readability without over-investing | Flag stale or speculative content for review | Preserve useful historical context while reducing clutter","Archival batch is relatively large; avoid over-investing in polish | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.archival.005.md"
"SystemDashboard.general.013","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","13","medium","180","81","general-doc-improvement","3","PHASE5-COMPLETION-SUMMARY.md; PORTFOLIO.md; PROJECT-PHASE-ASSESSMENT.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.013.md"
"UnifiedAIToolbox.general.008","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","8","medium","180","81","general-doc-improvement","4","docs\archive\integrations.md; docs\archive\integrations\GITHUB_INTEGRATION_IMPLEMENTATION.md; docs\archive\integrations\GITHUB_INTEGRATION.md; docs\archive\integrations\GITHUB_PAGE_CHANGES.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.008.md"
"AI_PromptRefiner_GUI.core.001","AI_PromptRefiner_GUI","G:\Development\20_Staging\AI_PromptRefiner_GUI","High","40","core","1","1","low","90","80","core-doc-modernization","2","GITHUB_SETUP.md; README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AI_PromptRefiner_GUI.core.001.md"
"PromptRefiner_GUI.core.001","PromptRefiner_GUI","G:\Development\20_Staging\PromptRefiner_GUI","High","40","core","1","1","low","90","80","core-doc-modernization","2","GITHUB_SETUP.md; README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\PromptRefiner_GUI.core.001.md"
"ElasticSearch-1.general.001","ElasticSearch-1","G:\Development\20_Staging\ElasticSearch-1","High","65","general","4","1","medium","180","80","general-doc-improvement","4","agents\platform_monitor\system_prompt.md; agents\snow_incident_formatter\system_prompt.md; docs\01_getting_started.md; docs\03_genesys_integration.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\ElasticSearch-1.general.001.md"
"UnifiedAIToolbox.general.009","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","9","medium","180","79","general-doc-improvement","4","docs\archive\integrations\SECURITY_NOTICE_OAUTH.md; docs\archive\mcp\MCP_GOVERNANCE_IMPLEMENTATION_SUMMARY.md; docs\archive\mcp\MCP_GOVERNANCE_SEQUENCE_DIAGRAM.md; docs\archive\mcp\MCP_LIBRARY_IMPLEMENTATION_SUMMARY.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.009.md"
"GenesysCloudAuditor.reference.001","GenesysCloudAuditor","G:\Development\20_Staging\GenesysCloudAuditor","High","55","reference","3","1","medium","180","78","reference-doc-normalization","4","docs\credentials_config_IncludeInactive_toggle_run_audit_progress_results_tabs_export.md; docs\OAuth_client_credentials_vs_auth_code_token_refresh_required_scopes_ra_6283b987.md; docs\trim_case_leading_zeros_policy_non-digit_filtering_as_configured.md; docs\WPF_.NET_8_MVVM_DI_HttpClientFactory_background_tasks_progress_reporti_91de446c.md","Normalize structure and terminology across reference docs | Improve scanability with disciplined headings and tables where useful | Reduce ambiguity while preserving technical precision | Keep formatting consistent and easy to navigate","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\GenesysCloudAuditor.reference.001.md"
"UnifiedAIToolbox.general.010","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","10","medium","180","77","general-doc-improvement","4","docs\archive\mcp\MCP_LIBRARY_WALKTHROUGH.md; docs\archive\mcp\MCP_REGISTRY_INGESTION.md; docs\archive\mcp\MCPLibraryFeature_PromptChain.md; docs\archive\orchestration.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.010.md"
"quickstart-resources.core.001","quickstart-resources","G:\Development\20_Staging\quickstart-resources","Medium","30","core","1","1","high","300","76","core-doc-modernization","5","mcp-client-python\README.md; mcp-client-typescript\README.md; README.md; weather-server-python\README.md; weather-server-rust\README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","Batch contains many files; keep changes bounded and reviewable | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\quickstart-resources.core.001.md"
"OpenAI_Refiner.core.001","OpenAI_Refiner","G:\Development\20_Staging\OpenAI_Refiner","Medium","35","core","1","1","low","90","75","core-doc-modernization","1","README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","docs folder exists without docs/index.md","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\OpenAI_Refiner.core.001.md"
"OpsWorkbench.core.001","OpsWorkbench","G:\Development\20_Staging\OpsWorkbench","Medium","35","core","1","1","low","90","75","core-doc-modernization","1","README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","docs folder exists without docs/index.md","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\OpsWorkbench.core.001.md"
"UnifiedAIToolbox.general.011","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","general","4","11","medium","180","75","general-doc-improvement","4","docs\archive\orchestration\current-engine-contract.md; docs\archive\orchestration\ORCHESTRATION_CONNECTION_IMPLEMENTATION.md; docs\archive\orchestration\ORCHESTRATION_RUN_TRACKING.md; docs\archive\orchestration\ORCHESTRATOR_ENHANCEMENTS.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.general.011.md"
"ElasticSearch-1.general.002","ElasticSearch-1","G:\Development\20_Staging\ElasticSearch-1","High","65","general","4","2","low","90","75","general-doc-improvement","2","docs\04_platform_monitoring.md; docs\05_snow_integration.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\ElasticSearch-1.general.002.md"
